set_name	source	classes	item_id	item_name	slot
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1390	Burynai Hide Tunic	chest
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1380	Burynai Hide Boots	feet
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1381	Burynai Hide Bracelets	wrist1
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1382	Burynai Hide Cap	head
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1383	Burynai Hide Choker	neck
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1384	Burynai Hide Cloak	back
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1385	Burynai Hide Gloves	hands
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1386	Burynai Hide Mask	face
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1387	Burynai Hide Pants	legs
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1388	Burynai Hide Shoulder Pads	shoulders
Burynai Hide Armor	Kurn's Tower	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	1389	Burynai Hide Sleeves	arms
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1433	Cabilis Scale Cap	head
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1440	Cabilis Scale Mask	face
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1437	Cabilis Scale Gorget	neck
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1439	Cabilis Scale Mantle	shoulders
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1435	Cabilis Scale Coat	chest
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1434	Cabilis Scale Cape	back
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1441	Cabilis Scale Sleeves	arms
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1432	Cabilis Scale Bracelet	wrist1
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1430	Cabilis Scale Belt	waist
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1436	Cabilis Scale Gloves	hands
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1438	Cabilis Scale Leggings	legs
Cabilis Scale Mail	Crafted	WAR,SHD,SHM	1431	Cabilis Scale Boots	feet
Carmine Armor	Plane of Fear	WIZ	1469	Carmine Boots	feet
Carmine Armor	Plane of Fear	WIZ	1470	Carmine Gloves	hands
Carmine Armor	Plane of Fear	WIZ	1471	Carmine Pants	legs
Carmine Armor	Plane of Fear	WIZ	1472	Carmine Robe	chest
Carmine Armor	Plane of Fear	WIZ	1473	Carmine Sleeves	arms
Carmine Armor	Plane of Fear	WIZ	1475	Carmine Trinket	wrist1
Carmine Armor	Plane of Fear	WIZ	1476	Carmine Turban	head
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	1578	Chainmail Skirt	waist
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	1565	Chainmail Bracelet	wrist1
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	1567	Chainmail Cape	back
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	1569	Chainmail Coat	chest
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	1572	Chainmail Gloves	hands
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	1562	Chain Coif	head
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	1573	Chainmail Mantle	shoulders
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	1575	Chainmail Neckguard	neck
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5160	Iron Armplates	arms
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5172	Iron Legplates	legs
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5161	Iron Boots	feet
Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	5173	Iron Mask	face
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1763	Cloth Shirt	chest
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1764	Cloth Sleeves	arms
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1760	Cloth Pants	legs
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1759	Cloth Gloves	hands
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1761	Cloth Sandals	feet
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1758	Cloth Cord	waist
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1766	Cloth Wristband	wrist1
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1754	Cloth Cap	head
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1762	Cloth Shawl	shoulders
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1765	Cloth Veil	face
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1756	Cloth Choker	neck
Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1755	Cloth Cape	back
Cobalt Armor	Kunark (Trakanon / Venril Sathir)	WAR	1797	Cobalt Helm	head
Cobalt Armor	Kunark (Trakanon / Venril Sathir)	WAR	1779	Cobalt Breastplate	chest
Cobalt Armor	Kunark (Trakanon / Venril Sathir)	WAR	1799	Cobalt Vambraces	arms
Cobalt Armor	Kunark (Trakanon / Venril Sathir)	WAR	1778	Cobalt Bracer	wrist1
Cobalt Armor	Kunark (Trakanon / Venril Sathir)	WAR	1795	Cobalt Gauntlets	hands
Cobalt Armor	Kunark (Trakanon / Venril Sathir)	WAR	1796	Cobalt Greaves	legs
Cobalt Armor	Kunark (Trakanon / Venril Sathir)	WAR	1777	Cobalt Boots	feet
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1793	Cobalt Drake Tunic	chest
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1792	Cobalt Drake Sleeves	arms
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1788	Cobalt Drake Leggings	legs
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1794	Cobalt Drake Wristbands	wrist1
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1783	Cobalt Drake Boots	feet
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1782	Cobalt Drake Belt	waist
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1784	Cobalt Drake Cloak	back
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1789	Cobalt Drake Mask	face
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1790	Cobalt Drake Shoulderpads	shoulders
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1786	Cobalt Drake Gorget	neck
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1785	Cobalt Drake Gloves	hands
Cobalt Drake Armor	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	1791	Cobalt Drake Skullcap	head
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1817	Cold Iron Helm	head
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1818	Cold Iron Mask	face
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1813	Cold Iron Collar	neck
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1812	Cold Iron Breastplate	chest
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1820	Cold Iron Pauldron	shoulders
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1815	Cold Iron Girdle	waist
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1822	Cold Iron Vambraces	arms
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1811	Cold Iron Bracers	wrist1
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1814	Cold Iron Gauntlets	hands
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1816	Cold Iron Greaves	legs
Cold Iron Armor	The Warrens	WAR,CLR,PAL,SHD,BRD	1810	Cold Iron Boots	feet
Cold Steel Amor	Velketor's Labyrinth	WAR,CLR,PAL,SHD,BRD	1825	Cold Steel Breastplate	chest
Cold Steel Amor	Velketor's Labyrinth	WAR,CLR,PAL,SHD,BRD	1828	Cold Steel Helmet	head
Cold Steel Amor	Velketor's Labyrinth	WAR,CLR,PAL,SHD,BRD	1824	Cold Steel Boots	feet
Cold Steel Amor	Velketor's Labyrinth	WAR,CLR,PAL,SHD,BRD	1827	Cold Steel Greaves	legs
Cold Steel Amor	Velketor's Labyrinth	WAR,CLR,PAL,SHD,BRD	1829	Cold Steel Vambraces	arms
Cold Steel Amor	Velketor's Labyrinth	WAR,CLR,PAL,SHD,BRD	1826	Cold Steel Gauntlets	hands
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1873	Combine Dagger	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1874	Combine Great Staff	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1875	Combine Long Sword	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1876	Combine Morning Star	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1877	Combine Rapier	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1878	Combine Scimitar	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1879	Combine Short Sword	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1880	Combine Spear	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1881	Combine Two Handed Sword	primary
Combine Weapons	Vendor	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1882	Combine Warhammer	primary
Crafted Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1972	Crafted Velium Battle Axe	primary
Crafted Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1973	Crafted Velium Brawl Stick	primary
Crafted Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1974	Crafted Velium Claidhmore	primary
Crafted Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1975	Crafted Velium Knuckledusters	primary
Crafted Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1976	Crafted Velium Spear	primary
Crafted Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1977	Crafted Velium War Lance	primary
Crafted Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	1978	Crafted Velium Warsword	primary
Crazy Cleric Armor	Plane of Mischief	CLR	1992	Crazy Cleric Helm	head
Crazy Cleric Armor	Plane of Mischief	CLR	1988	Crazy Cleric Breastplate	chest
Crazy Cleric Armor	Plane of Mischief	CLR	1986	Crazy Cleric Arm Plate	arms
Crazy Cleric Armor	Plane of Mischief	CLR	1993	Crazy Cleric Wrist Guard	wrist1
Crazy Cleric Armor	Plane of Mischief	CLR	1990	Crazy Cleric Gauntlets	hands
Crazy Cleric Armor	Plane of Mischief	CLR	1991	Crazy Cleric Greaves	legs
Crazy Cleric Armor	Plane of Mischief	CLR	1987	Crazy Cleric Boots	feet
Crescent Armor Set	Dalnir	MNK	1996	Crescent Arm Wraps	arms
Crescent Armor Set	Dalnir	MNK	1998	Crescent Fighting Gloves	hands
Crescent Armor Set	Dalnir	MNK	1999	Crescent Gi	chest
Crescent Armor Set	Dalnir	MNK	2000	Crescent Headband	head
Crescent Armor Set	Dalnir	MNK	2001	Crescent Pants	legs
Crescent Armor Set	Dalnir	MNK	2002	Crescent Slippers	feet
Crustacean Shell Armor	Cobalt Scar	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	2077	Crustacean Shell Helm	head
Crustacean Shell Armor	Cobalt Scar	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	2074	Crustacean Shell Breastplate	chest
Crustacean Shell Armor	Cobalt Scar	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	2079	Crustacean Shell Vambraces	arms
Crustacean Shell Armor	Cobalt Scar	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	2073	Crustacean Shell Bracers	wrist1
Crustacean Shell Armor	Cobalt Scar	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	2075	Crustacean Shell Gauntlets	hands
Crustacean Shell Armor	Cobalt Scar	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	2076	Crustacean Shell Greaves	legs
Crustacean Shell Armor	Cobalt Scar	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	2072	Crustacean Shell Boots	feet
Crustacean Shell Armor	Cobalt Scar	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	2078	Crustacean Shell Shield	secondary
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2080	Cryosilk Amice	shoulders
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2081	Cryosilk Bracelet	wrist1
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2082	Cryosilk Cap	head
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2083	Cryosilk Choker	neck
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2084	Cryosilk Cloak	back
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2085	Cryosilk Gloves	hands
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2086	Cryosilk Lined Shoes	feet
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2087	Cryosilk Pantaloons	legs
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2088	Cryosilk Robe	chest
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2089	Cryosilk Sash	waist
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2090	Cryosilk Sleeves	arms
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2091	Cryosilk Veil	face
Cryosilk Armor	Plane of Fear	BRD,NEC,WIZ,MAG,ENC	2092	Cryosilk Webshield	secondary
Crystal Chitin Armor	Velketor's Labyrinth	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2098	Crystal Chitin Chestguard	chest
Crystal Chitin Armor	Velketor's Labyrinth	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2101	Crystal Chitin Leggings	legs
Crystal Chitin Armor	Velketor's Labyrinth	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2096	Crystal Chitin Armplates	arms
Crystal Chitin Armor	Velketor's Labyrinth	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2099	Crystal Chitin Circlet	head
Crystal Chitin Armor	Velketor's Labyrinth	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2100	Crystal Chitin Gauntlets	hands
Crystal Chitin Armor	Velketor's Labyrinth	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2097	Crystal Chitin Boots	feet
Crystal Chitin Armor	Velketor's Labyrinth	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2102	Crystal Chitin Shield	secondary
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2131	Crystalline Silk Cloak	back
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2132	Crystalline Silk Collar	neck
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2142	Crystalline Silk Shirt	chest
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2134	Crystalline Silk Gloves	hands
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2130	Crystalline Silk Cap	head
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2140	Crystalline Silk Pantaloons	legs
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2135	Crystalline Silk Mantle	shoulders
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2136	Crystalline Silk Mask	face
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2144	Crystalline Silk Slippers	feet
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2141	Crystalline Silk Sash	waist
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2143	Crystalline Silk Sleeves	arms
Crystalline Silk Armor		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2147	Crystalline Silk Wristbands	wrist1
Crystallized Shadow Armor	Tower of Frozen Shadow	WAR,CLR,PAL,SHD,MNK,BRD,ROG,SHM	2154	Crystallized Shadow Belt	waist
Crystallized Shadow Armor	Tower of Frozen Shadow	WAR,CLR,PAL,SHD,MNK,BRD,ROG,SHM	2155	Crystallized Shadow Boots	feet
Crystallized Shadow Armor	Tower of Frozen Shadow	WAR,CLR,PAL,SHD,MNK,BRD,ROG,SHM	2156	Crystallized Shadow Bracer	wrist1
Crystallized Shadow Armor	Tower of Frozen Shadow	WAR,CLR,PAL,SHD,MNK,BRD,ROG,SHM	2159	Crystallized Shadow Gloves	hands
Crystallized Shadow Armor	Tower of Frozen Shadow	WAR,CLR,PAL,SHD,MNK,BRD,ROG,SHM	2160	Crystallized Shadow Helm	head
Crystallized Shadow Armor	Tower of Frozen Shadow	WAR,CLR,PAL,SHD,MNK,BRD,ROG,SHM	2161	Crystallized Shadow Leggings	legs
Crystallized Shadow Armor	Tower of Frozen Shadow	WAR,CLR,PAL,SHD,MNK,BRD,ROG,SHM	2166	Crystallized Shadow Sleeves	arms
Crystallized Shadow Armor	Tower of Frozen Shadow	WAR,CLR,PAL,SHD,MNK,BRD,ROG,SHM	2169	Crystallized Shadow Tunic	chest
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2157	Crystallized Shadow Claymore	primary
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2158	Crystallized Shadow Dagger	primary
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2162	Crystallized Shadow Long Sword	primary
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2163	Crystallized Shadow Rapier	primary
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2164	Crystallized Shadow Scimitar	primary
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2165	Crystallized Shadow Short Sword	primary
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2167	Crystallized Shadow Spear	primary
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2168	Crystallized Shadow Star	primary
Crystallized Shadow Weapons	Tower of Frozen Shadow	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	2170	Crystallized Shadow Warhammer	primary
Cured Silk Armor Set		MNK	2181	Cured Silk Cloak	back
Cured Silk Armor Set		MNK	2182	Cured Silk Collar	neck
Cured Silk Armor Set		MNK	2183	Cured Silk Gi	chest
Cured Silk Armor Set		MNK	2184	Cured Silk Handwraps	hands
Cured Silk Armor Set		MNK	2185	Cured Silk Headband	head
Cured Silk Armor Set		MNK	2186	Cured Silk Leggings	legs
Cured Silk Armor Set		MNK	2187	Cured Silk Mantle	shoulders
Cured Silk Armor Set		MNK	2188	Cured Silk Mask	face
Cured Silk Armor Set		MNK	2189	Cured Silk Sandals	feet
Cured Silk Armor Set		MNK	2190	Cured Silk Sash	waist
Cured Silk Armor Set		MNK	2191	Cured Silk Sleeves	arms
Cured Silk Armor Set		MNK	2192	Cured Silk Wristbands	wrist1
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2195	Curscale Belt	waist
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2196	Curscale Boots	feet
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2198	Curscale Cape	back
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2199	Curscale Choker	neck
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2200	Curscale Gloves	hands
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2201	Curscale Leggings	legs
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2202	Curscale Shawl	shoulders
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2203	Curscale Skullcap	head
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2204	Curscale Sleeves	arms
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2205	Curscale Snout Mount	face
Curscale Armor Quest		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	2206	Curscale Tunic	chest
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2263	Damask Amice	shoulders
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2264	Damask Cap	head
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2265	Damask Cape	back
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2266	Damask Collar	neck
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2267	Damask Gloves	hands
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2268	Damask Leggings	legs
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2269	Damask Robe	chest
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2270	Damask Sash	waist
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2271	Damask Sleeves	arms
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2272	Damask Veil	face
Damask Armor Set	Najena	NEC,WIZ,MAG,ENC	2273	Damask Wristbands	wrist1
Dark Muslin Armor Set	Runnyeye Citadel	DRU,MNK,NEC,WIZ,MAG,ENC	2297	Dark Muslin Sash	waist
